Title,Paragraph,Source,Truth
Tamil Nadu News,"Amid rising concerns over law and order in Narela, Lieutenant Governor VK Saxena has announced measures including deploying 500 ex-servicemen for security, setting up new police beats, and revitalizing infrastructure to transform the area into a safer and more vibrant hub",India_Today,1.0
Jaipur News,"Earlier this week, the Met Department had predicted a sharp dip in temperature in the national capital due to a cold wave which is also expected to affect the states of Punjab, Haryana and Uttar Pradesh.",India_Today,1.0
Delhi News,"The incident occurred on the Lokmanya Tilak-Sitapur Superfast Express train when Pooja Devi, a pregnant woman, experienced labour pain while travelling with her husband to Kanpur.",India_Today,1.0
Delhi News,"This move follows a representation by a delegation of Ulemas and Muslim leaders from Dargah Hazrat Nizamuddin and Basti Hazrat Nizamuddin, who expressed concerns about attacks on Hindu and minority communities in Bangladesh.",India_Today,1.0
Bhopal News,"In an exclusive interview with India Today, Bikas Modi, the brother of 34-year-old software engineer, Atul Subhash, who died by suicide at his residence in Bengaluru, spoke about the 24-page suicide note detailing alleged harassment and demanded justice for his brother and others suffering harassment from their wives and their families.",India_Today,1.0
Delhi News,A 34-year-old techie from Uttar Pradesh died by suicide at his residence in Bengaluru's Manjunath Layout area on Monday. ,India_Today,1.0
Bengaluru techie suicide case,"Speaking to India Today, Bikas Modi, brother of Bengaluru techie who died by suicide, said that his brother gave his life ""fighting against the system.""",India_Today,1.0
Bengaluru News,"A 34-year-old techie died by suicide at his Bengaluru residence, leaving behind a 24-page note blaming his wife and her family for harassment. An FIR has been filed against his wife and relatives following a complaint by his brother.",India_Today,1.0
EXCLUSIVE,"Delhi Pollution: Delhi's green cover has declined by 0.44 sq km between 2019 and 2021, even as India reported a rise in forest area, highlighting urbanisation's impact on the capital's environment.",India_Today,1.0
Bengaluru News,The death toll in the Mumbai bus crash has risen to seven after a tragic incident in Kurla on Monday night. ,India_Today,1.0
Delhi News,"A gang attacked two men in Chennai's Porur on Monday, brandishing weapons while riding bikes. The gang also vandalised parked vehicles before fleeing, but was caught on CCTV.",India_Today,1.0
Mumbai News,A private birthday celebration in Pune that featured performances by singer Shankar Mahadevan and his son has led to police action after residents complained of excessive noise pollution.,India_Today,1.0
Chennai News,An accident in Mumbai's Kurla area on Monday night left at least six dead and 49 injured after the bus lost control and rammed into pedestrians and vehicles. The police arrested the bus driver.,India_Today,1.0
Pune News,"Mumbai Bus Accident: At least six people died and 43 were injured when a BEST bus lost control in Mumbai's Kurla area, crashing into pedestrians and vehicles. The driver has been arrested as authorities investigate.",India_Today,1.0
Mumbai News,CCTV footage showed a BEST bus ramming an auto-rickshaw and veering towards the left side of the road in Mumbai's Kurla as onlookers rushed towards the accident spot on Monday.,India_Today,1.0
Mumbai News,"The bus, which was travelling from Kurla to Andheri, lost control in the Ambedkar Nagar area and ran over several pedestrians and hit vehicles. Three people died and 20 were injured.",India_Today,1.0
Download App,"Tarot Card Reading for Today: December 12, 2024. Know what's in store for your card. Our Tarot card reader Disha Bhatnagar reads the cards for you.",India_Today,1.0
Horoscopes Today,"Daily Horoscope: Find out Astrological prediction for December 12 2024: Find out answers to your deepest burning questions related to love, health, money, career in this daily horoscope for Aries, Taurus, Gemini, Cancer, Leo, Virgo, Libra, Scorpio, Sagittarius, Capricorn, Aquarius and Pisces.",India_Today,1.0
Tarot Card Reading,"Love Life Predictions for 12 December 2024: Aren't you excited to know how your luck will impact your love life today? Find out answers to your questions related to love horoscopes for Aries, Taurus, Gemini, Cancer, Leo, Virgo, Libra, Scorpio, Sagittarius, Capricorn, Aquarius and Pisces.",India_Today,1.0
Horoscopes Today,"Read Pisces Horoscope Today for December 12, 2024: Nobility will grow. Check the full predictions here.",India_Today,1.0
Love Horoscope,"Read Aquarius Horoscope Today for December 12, 2024: Meetings will be successful. Check the full predictions here.",India_Today,1.0
Pisces Horoscope,"Read Capricorn Horoscope Today for December 12, 2024: Reputation will grow. Check the full predictions here.",India_Today,1.0
Aquarius Horoscope,"Read Sagittarius Horoscope Today for December 12, 2024: Trust will grow in relationships. Check the full predictions here.",India_Today,1.0
Capricorn Horoscope,"Read Scorpio Horoscope Today for December 12, 2024: Be clear in financial matters. Check the full predictions here.",India_Today,1.0
Sagittarius Horoscope,Read Libra Horoscope Today for December 12: Maintain a generous attitude. Check the full predictions here.,India_Today,1.0
Scorpio Horoscope,Read Virgo Horoscope Today for December 12: Friends will remain supportive. Check the full predictions here.,India_Today,1.0
Libra Horoscope,Read Leo Horoscope Today for December 12: You will advance confidently. Check the full predictions here.,India_Today,1.0
Virgo Horoscope,Read Cancer Horoscope Today for December 12: Willpower will strengthen. Check the full predictions here.,India_Today,1.0
Leo Horoscope,Read Gemini Horoscope Today for December 12: Health will remain good. Check the full predictions here.,India_Today,1.0
Cancer Horoscope,Read Taurus Horoscope Today for December 12: Maintain harmony. Check the full predictions here.,India_Today,1.0
Gemini Horoscope,Read Aries Horoscope Today for December 12: Relationships will strengthen. Check the full predictions here.,India_Today,1.0
Taurus Horoscope,"Numerology Predictions Today, December 12, 2024: Ranging from 1 to 9, know your lucky numbers, master numbers, predictions and more here.",India_Today,1.0
Aries Horoscope,"Tarot Card Reading for Today: December 11, 2024. Know what's in store for your card. Our Tarot card reader Disha Bhatnagar reads the cards for you.",India_Today,1.0
Numerology,"Daily Horoscope: Find out Astrological prediction for December 11, 2024: Find out answers to your deepest burning questions related to love, health, money, career in this daily horoscope for Aries, Taurus, Gemini, Cancer, Leo, Virgo, Libra, Scorpio, Sagittarius, Capricorn, Aquarius and Pisces.
",India_Today,1.0
Tarot Card Reading,"Love Life Predictions for 4 December 2024: Aren't you excited to know how your luck will impact your love life today? Find out answers to your questions related to love horoscope for Aries, Taurus, Gemini, Cancer, Leo, Virgo, Libra, Scorpio, Sagittarius, Capricorn, Aquarius and Pisces.",India_Today,1.0
Horoscopes Today,"Read Pisces Horoscope Today for December 11: Your personality will improve. Check the full predictions here.
",India_Today,1.0
"When is Hanuman Vratham 2024? Date, Time, Significance, and Rituals",Theme,Times_Now,1.0
Hanuman Vratham 2024: Date and Time,Latest News,Times_Now,1.0
Significance of Hanuman Vratham, ,Times_Now,1.0
Hanuman Vratham 2024: Rituals,Entertainment,Times_Now,1.0
Latest News, ,Times_Now,1.0
 ,Bollywood,Times_Now,1.0
IND vs AUS: Mohammed Kaif Wants India To Exploit Travis Head's Weakness Like Scott Boland Did With Virat Kohli, ,Times_Now,1.0
'India Has Emerged As A Beacon Of Growth And Innovation': Times Group MD Vineet Jain At IEC 2024,Box Office,Times_Now,1.0
"'Pub Owner Defied Boss, Now Paying': Bishnoi Gang Claims Responsibility in Gurugram Bomb Explosion", ,Times_Now,1.0
"At IEC2024, Piyush Goyal Credits 3 Prime Ministers For Boosting India's Economic Growth",Reviews,Times_Now,1.0
Mumbai And Kochi-Bound Flights Return To Chennai Airport Due To Mid-Air Technical Snags, ,Times_Now,1.0
'Resolve... Or Face Action: Ministry Of Consumer Affairs Warns THESE Companies - Here's Why,TV,Times_Now,1.0
Selena Gomez In Furry Jacket And Basic Jeans Is Setting New Standards For Proposal Dressing, ,Times_Now,1.0
Rajinikanth Birthday: Prerna Arora On Latha Rajinikanth's Role In His Life - 'Not A Leaf Stirs Without Her Consent' | EXCLUSIVE,Web Series,Times_Now,1.0
'India Has Emerged As A Beacon Of Growth And Innovation': Times Group MD Vineet Jain At IEC 2024,Hollywood,Times_Now,1.0
"At IEC2024, Piyush Goyal Credits 3 Prime Ministers For Boosting India's Economic Growth",Korean,Times_Now,1.0
'Resolve... Or Face Action: Ministry Of Consumer Affairs Warns THESE Companies - Here's Why,Telugu,Times_Now,1.0
Rajinikanth Birthday: Prerna Arora On Latha Rajinikanth's Role In His Life - 'Not A Leaf Stirs Without Her Consent' | EXCLUSIVE,Tamil,Times_Now,1.0
'India Has Emerged As A Beacon Of Growth And Innovation': Times Group MD Vineet Jain At IEC 2024,Kannada,Times_Now,1.0
Related News,Malayalam,Times_Now,1.0
5 Signs You Are Holding On To Someone Else’s Energy,Movies,Times_Now,1.0
What is Mirror Manifestation? What's the right way to do it?, ,Times_Now,1.0
Download App,The Calcutta University BCom results 2024 have been released. Students can check their Semester-II scorecards on the official portal using their roll or registration number.,India_Today,1.0
Education,"IIM Mumbai achieved record placements for 2025, with Microsoft offering Rs 54 LPA and Coca-Cola providing an internship stipend of Rs 5 lakh for two months. Diverse roles across sectors highlighted industry demands.",India_Today,1.0
